05-giu-2026;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;05/06/2026;;;;;;;;;;
Number of Securities;3.063,00;;;;;;;;;;
Shares Outstanding;773.413.045,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
ORAS;ORASCOM CONSTRUCTION PLC;Industriali;Azionario;2.769.885,14;0,01;2.769.885,14;193.444,00;14,32;Egitto;Egyptian Exchange;EGP
000807;YUNNAN ALUMINIUM LTD A;Materiali;Azionario;2.767.524,59;0,01;2.767.524,59;679.200,00;4,07;Cina;Shenzhen Stock Exchange;CNY
002709;GUANGZHOU TINCI MATERIALS TECHNOLO;Materiali;Azionario;2.760.796,88;0,01;2.760.796,88;385.180,00;7,17;Cina;Shenzhen Stock Exchange;CNY
1514;ALLIS ELECTRIC LTD;Industriali;Azionario;2.757.620,04;0,01;2.757.620,04;643.843,00;4,28;Taiwan;Taiwan Stock Exchange;TWD
020150;ILJIN MATERIALS;IT;Azionario;2.754.196,98;0,01;2.754.196,98;76.739,00;35,89;Corea;Korea Exchange (Stock Market);KRW
600498;FIBERHOME TELECOMMUNICATION TECHNO;IT;Azionario;2.743.505,78;0,01;2.743.505,78;329.500,00;8,33;Cina;Shanghai Stock Exchange;CNY
BELRISE;BELRISE INDUSTRIES LTD;Consumi Discrezionali;Azionario;2.744.717,37;0,01;2.744.717,37;1.206.469,00;2,28;India;National Stock Exchange Of India;INR
081660;MISTO HOLDINGS CORP;Consumi Discrezionali;Azionario;2.738.878,57;0,01;2.738.878,57;106.702,00;25,67;Corea;Korea Exchange (Stock Market);KRW
1609;TA YA ELECTRIC WIRE & CABLE LTD;Industriali;Azionario;2.740.132,27;0,01;2.740.132,27;2.208.890,00;1,24;Taiwan;Taiwan Stock Exchange;TWD
001120;LX INTERNATIONAL CORP;Industriali;Azionario;2.740.675,36;0,01;2.740.675,36;106.772,00;25,67;Corea;Korea Exchange (Stock Market);KRW
3339;LONKING HOLDINGS LTD;Industriali;Azionario;2.741.302,12;0,01;2.741.302,12;8.044.079,00;0,34;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
601991;DATANG INTERNATIONAL POWER GENERAT;Imprese di servizi di pubblica utilità;Azionario;2.741.746,92;0,01;2.741.746,92;2.345.300,00;1,17;Cina;Shanghai Stock Exchange;CNY
152;SHENZHEN INTERNATIONAL HOLDINGS LT;Industriali;Azionario;2.737.799,37;0,01;2.737.799,37;3.516.434,00;0,78;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
KLBF;KALBE FARMA;Salute;Azionario;2.731.768,58;0,01;2.731.768,58;70.809.800,00;0,04;Indonesia;Indonesia Stock Exchange;IDR
LHC;LIFE HEALTH LTD;Salute;Azionario;2.732.024,99;0,01;2.732.024,99;4.437.855,00;0,62;Sud Africa;Johannesburg Stock Exchange;ZAR
TATAINVEST;TATA INVESTMENT CORPORATION LTD;Finanziari;Azionario;2.727.932,55;0,01;2.727.932,55;386.710,00;7,05;India;National Stock Exchange Of India;INR
VTL;VARDHMAN TEXTILES LTD;Consumi Discrezionali;Azionario;2.708.423,26;0,01;2.708.423,26;407.234,00;6,65;India;National Stock Exchange Of India;INR
SANSERA;SANSERA ENGINEERING LTD;Consumi Discrezionali;Azionario;2.709.822,38;0,01;2.709.822,38;87.352,00;31,02;India;National Stock Exchange Of India;INR
CARTRADE;CARTRADE TECH LTD;Consumi Discrezionali;Azionario;2.711.523,66;0,01;2.711.523,66;131.445,00;20,63;India;National Stock Exchange Of India;INR
CCU;COMPANIA CERVECERIAS UNIDAS SA;Generi di largo consumo;Azionario;2.703.257,39;0,01;2.703.257,39;485.413,00;5,57;Cile;Santiago Stock Exchange;CLP
018880;HANON SYSTEMS;Consumi Discrezionali;Azionario;2.694.752,66;0,01;2.694.752,66;884.361,00;3,05;Corea;Korea Exchange (Stock Market);KRW
BAATABAK;PHILIP MORRIS;Generi di largo consumo;Azionario;2.696.306,70;0,01;2.696.306,70;3.030,00;889,87;Repubblica Ceca;Prague Stock Exchange;CZK
450080;ECOPRO MATERIALS LTD;Industriali;Azionario;2.685.731,63;0,01;2.685.731,63;75.103,00;35,76;Corea;Korea Exchange (Stock Market);KRW
6214;SYSTEX CORP;IT;Azionario;2.681.911,20;0,01;2.681.911,20;585.000,00;4,58;Taiwan;Taiwan Stock Exchange;TWD
600011;HUANENG POWER INTERNATIONAL INC A;Imprese di servizi di pubblica utilità;Azionario;2.682.034,39;0,01;2.682.034,39;2.168.436,00;1,24;Cina;Shanghai Stock Exchange;CNY
HEXW;HEXAWARE TECHNOLOGIES LTD;IT;Azionario;2.682.744,75;0,01;2.682.744,75;484.201,00;5,54;India;National Stock Exchange Of India;INR
4321;ARABIAN CENTRES COMPANY;Immobili;Azionario;2.684.102,83;0,01;2.684.102,83;600.596,00;4,47;Arabia Saudita;Saudi Stock Exchange;SAR
064760;TOKAI CARBON KOREA LTD;IT;Azionario;2.676.666,67;0,01;2.676.666,67;15.622,00;171,34;Corea;Korea Exchange (Kosdaq);KRW
030000;CHEIL WORLDWIDE INC;Comunicazione;Azionario;2.678.426,16;0,01;2.678.426,16;225.638,00;11,87;Corea;Korea Exchange (Stock Market);KRW
JKS;JINKOSOLAR HOLDING ADR REP LTD;IT;Azionario;2.675.362,08;0,01;2.675.362,08;133.368,00;20,06;Cina;New York Stock Exchange Inc.;USD
666;REPT BATTERO ENERGY LTD H;Industriali;Azionario;2.668.967,50;0,01;2.668.967,50;1.512.000,00;1,77;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
CK.R;CH KARNCHANG NON-VOTING DR PCL;Industriali;Azionario;2.663.260,80;0,01;2.663.260,80;4.598.000,00;0,58;Tailandia;Stock Exchange Of Thailand;THB
2374;ABILITY ENTERPRISE LTD;Consumi Discrezionali;Azionario;2.663.665,81;0,01;2.663.665,81;1.053.418,00;2,53;Taiwan;Taiwan Stock Exchange;TWD
PARKIN;PARKIN COMPANY;Industriali;Azionario;2.665.180,95;0,01;2.665.180,95;1.639.622,00;1,63;Emirati Arabi Uniti;Dubai Financial Market;AED
601838;BANK OF CHENGDU LTD A;Finanziari;Azionario;2.666.733,97;0,01;2.666.733,97;950.073,00;2,81;Cina;Shanghai Stock Exchange;CNY
002080;SINOMA SCIENCE & TECHNOLOGY LTD A;Materiali;Azionario;2.654.998,33;0,01;2.654.998,33;287.100,00;9,25;Cina;Shenzhen Stock Exchange;CNY
SAUD3;BRADSAUDE SA;Salute;Azionario;2.658.252,72;0,01;2.658.252,72;1.081.343,00;2,46;Brasile;XBSP;BRL
237690;ST PHARM LTD;Salute;Azionario;2.652.220,60;0,01;2.652.220,60;34.197,00;77,56;Corea;Korea Exchange (Kosdaq);KRW
120110;KOLON INDUSTRY INC;Materiali;Azionario;2.652.594,76;0,01;2.652.594,76;62.020,00;42,77;Corea;Korea Exchange (Stock Market);KRW
AADI;ADARO ANDALAN INDONESIA;Energia;Azionario;2.646.771,86;0,01;2.646.771,86;6.294.600,00;0,42;Indonesia;Indonesia Stock Exchange;IDR
GPSC.R;GLOBAL POWER SYNERGY PCL NON-VOTIN;Imprese di servizi di pubblica utilità;Azionario;2.648.089,18;0,01;2.648.089,18;2.082.100,00;1,27;Tailandia;Stock Exchange Of Thailand;THB
2330;ADVANCED PETROCHEMICAL;Materiali;Azionario;2.649.439,55;0,01;2.649.439,55;384.681,00;6,89;Arabia Saudita;Saudi Stock Exchange;SAR
601727;SHANGHAI ELECTRIC GROUP LTD A;Industriali;Azionario;2.641.052,57;0,01;2.641.052,57;2.285.100,00;1,16;Cina;Shanghai Stock Exchange;CNY
6271;TONG HSING ELECTRONIC INDUSTRIES L;IT;Azionario;2.644.062,42;0,01;2.644.062,42;352.387,00;7,50;Taiwan;Taiwan Stock Exchange;TWD
8926;TAIWAN COGENERATION CORP;Imprese di servizi di pubblica utilità;Azionario;2.632.281,96;0,01;2.632.281,96;1.192.072,00;2,21;Taiwan;Taiwan Stock Exchange;TWD
3374;XINTEC INC;IT;Azionario;2.635.527,21;0,01;2.635.527,21;337.000,00;7,82;Taiwan;Gretai Securities Market;TWD
6004;CATRION CATERING HOLDING CO;Industriali;Azionario;2.629.078,55;0,01;2.629.078,55;129.461,00;20,31;Arabia Saudita;Saudi Stock Exchange;SAR
HBLENGINE;HBL ENGINEERING LTD;Industriali;Azionario;2.625.439,89;0,01;2.625.439,89;313.541,00;8,37;India;National Stock Exchange Of India;INR
GTCAP;GT CAPITAL HOLDINGS INC;Industriali;Azionario;2.626.496,56;0,01;2.626.496,56;331.548,00;7,92;Filippine;Philippine Stock Exchange Inc.;PHP
512;GRAND PHARMACEUTICAL GROUP LTD;Salute;Azionario;2.620.370,47;0,01;2.620.370,47;3.971.027,00;0,66;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
002466;TIANQI LITHIUM INDUSTRIES CORP A;Materiali;Azionario;2.617.207,71;0,01;2.617.207,71;300.600,00;8,71;Cina;Shenzhen Stock Exchange;CNY
6670;FUSHENG PRECISION LTD;Consumi Discrezionali;Azionario;2.618.188,74;0,01;2.618.188,74;299.000,00;8,76;Taiwan;Taiwan Stock Exchange;TWD
MCEMENT;MALAYAN CEMENT;Materiali;Azionario;2.618.364,45;0,01;2.618.364,45;1.524.100,00;1,72;Malesia;Bursa Malaysia;MYR
KKP.R;KIATNAKIN PHATRA BANK NON-VOTING D;Finanziari;Azionario;2.610.358,57;0,01;2.610.358,57;946.400,00;2,76;Tailandia;Stock Exchange Of Thailand;THB
PGSUS.E;PEGASUS HAVA TASIMACILIGI A;Industriali;Azionario;2.610.911,60;0,01;2.610.911,60;713.665,00;3,66;Turchia;Istanbul Stock Exchange;TRY
000938;UNISPLENDOUR CORP LTD A;IT;Azionario;2.612.224,71;0,01;2.612.224,71;635.796,00;4,11;Cina;Shenzhen Stock Exchange;CNY
257720;SILICON2 LTD;Consumi Discrezionali;Azionario;2.613.802,18;0,01;2.613.802,18;118.104,00;22,13;Corea;Korea Exchange (Kosdaq);KRW
JPPOWER;JAIPRAKASH POWER VENTURES LTD;Imprese di servizi di pubblica utilità;Azionario;2.606.349,84;0,01;2.606.349,84;13.002.474,00;0,20;India;National Stock Exchange Of India;INR
ZFCVINDIA;ZF COMMERCIAL VEHICLE CONTROL SYST;Consumi Discrezionali;Azionario;2.608.235,20;0,01;2.608.235,20;17.161,00;151,99;India;National Stock Exchange Of India;INR
2276;SHANGHAI CONANT OPTICAL CO LTD H;Salute;Azionario;2.601.898,95;0,01;2.601.898,95;485.600,00;5,36;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
140860;PARKSYSTEMS CORP;IT;Azionario;2.604.254,93;0,01;2.604.254,93;14.129,00;184,32;Corea;Korea Exchange (Kosdaq);KRW
601688;HUATAI SECURITIES LTD A;Finanziari;Azionario;2.604.542,09;0,01;2.604.542,09;937.269,00;2,78;Cina;Shanghai Stock Exchange;CNY
5904;POYA LTD;Consumi Discrezionali;Azionario;2.600.001,05;0,01;2.600.001,05;142.029,00;18,31;Taiwan;Gretai Securities Market;TWD
2060;NATIONAL INDUSTRIALIZATION;Materiali;Azionario;2.601.011,77;0,01;2.601.011,77;991.474,00;2,62;Arabia Saudita;Saudi Stock Exchange;SAR
002600;LINGYI ITECH (GUANGDONG) A;IT;Azionario;2.593.977,41;0,01;2.593.977,41;1.166.834,00;2,22;Cina;Shenzhen Stock Exchange;CNY
EMAMILTD;EMAMI LTD;Generi di largo consumo;Azionario;2.595.942,10;0,01;2.595.942,10;640.460,00;4,05;India;National Stock Exchange Of India;INR
ZAR;ZAR CASH;Liquidità e/o derivati;Contanti;2.585.579,74;0,01;2.585.579,74;42.545.715,00;6,08;Sud Africa;--;ZAR
002027;FOCUS MEDIA INFORMATION TECHNOLOGY;Comunicazione;Azionario;2.583.896,08;0,01;2.583.896,08;3.251.850,00;0,79;Cina;Shenzhen Stock Exchange;CNY
012750;S-1 CORP;Industriali;Azionario;2.579.295,95;0,01;2.579.295,95;53.997,00;47,77;Corea;Korea Exchange (Stock Market);KRW
MAGEN.E;MARGUN ENERJI URETIM SANAYI & TICA;Imprese di servizi di pubblica utilità;Azionario;2.582.374,52;0,01;2.582.374,52;2.340.388,00;1,10;Turchia;Istanbul Stock Exchange;TRY
PAVREIT;PAVILION REAL ESTATE INVESTMENT TR;Immobili;Azionario;2.582.828,70;0,01;2.582.828,70;5.979.100,00;0,43;Malesia;Bursa Malaysia;MYR
1114;BRILLIANCE CHINA AUTOMOTIVE HOLDIN;Consumi Discrezionali;Azionario;2.573.169,88;0,01;2.573.169,88;7.754.000,00;0,33;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SKFINDUS;SKF INDIA (INDUSTRIAL) LTD;Industriali;Azionario;2.574.506,86;0,01;2.574.506,86;101.148,00;25,45;India;National Stock Exchange Of India;INR
TITAGARH;TITAGARH RAIL SYSTEMS LTD;Industriali;Azionario;2.567.125,52;0,01;2.567.125,52;290.862,00;8,83;India;National Stock Exchange Of India;INR
KPRMILL;KPR MILL LTD;Consumi Discrezionali;Azionario;2.567.811,12;0,01;2.567.811,12;224.360,00;11,45;India;National Stock Exchange Of India;INR
600489;ZHONGJIN GOLD CORP LTD A;Materiali;Azionario;2.568.757,32;0,01;2.568.757,32;784.900,00;3,27;Cina;Shanghai Stock Exchange;CNY
ABREL;ADITYA BIRLA REAL ESTATE LTD;Immobili;Azionario;2.562.049,94;0,01;2.562.049,94;196.503,00;13,04;India;National Stock Exchange Of India;INR
PRIVISCL;PRIVI SPECIALITY CHEMICALS LTD;Materiali;Azionario;2.562.610,52;0,01;2.562.610,52;75.304,00;34,03;India;National Stock Exchange Of India;INR
3019;ASIA OPTICAL INC;IT;Azionario;2.563.288,92;0,01;2.563.288,92;529.794,00;4,84;Taiwan;Taiwan Stock Exchange;TWD
605117;NINGBO DEYE TECHNOLOGY LTD A;Industriali;Azionario;2.563.751,80;0,01;2.563.751,80;165.769,00;15,47;Cina;Shanghai Stock Exchange;CNY
AREIT;AREIT INC;Immobili;Azionario;2.564.157,66;0,01;2.564.157,66;4.083.720,00;0,63;Filippine;Philippine Stock Exchange Inc.;PHP
4031;SAUDI GROUND SERVICES;Industriali;Azionario;2.565.499,50;0,01;2.565.499,50;303.296,00;8,46;Arabia Saudita;Saudi Stock Exchange;SAR
5234;DAXIN MATERIALS CORP;Materiali;Azionario;2.560.319,80;0,01;2.560.319,80;200.000,00;12,80;Taiwan;Taiwan Stock Exchange;TWD
1052;YUEXIU TRANSPORT INFRASTRUCTURE LT;Industriali;Azionario;2.560.526,37;0,01;2.560.526,37;4.978.000,00;0,51;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600674;SICHUAN CHUANTOU ENERGY LTD A;Imprese di servizi di pubblica utilità;Azionario;2.553.644,96;0,01;2.553.644,96;1.143.384,00;2,23;Cina;Shanghai Stock Exchange;CNY
263750;PEARLABYSS CORP;Comunicazione;Azionario;2.556.352,22;0,01;2.556.352,22;97.255,00;26,29;Corea;Korea Exchange (Kosdaq);KRW
HONAUT;HONEYWELL AUTOMATION INDIA LTD;IT;Azionario;2.556.365,98;0,01;2.556.365,98;6.994,00;365,51;India;National Stock Exchange Of India;INR
CSAN3;COSAN INDUSTRIA E COMERCIO SA;Consumi Discrezionali;Azionario;2.549.559,97;0,01;2.549.559,97;3.637.171,00;0,70;Brasile;XBSP;BRL
TOASO.E;TOFAS TURK OTOMOBIL FABRIKASI A;Consumi Discrezionali;Azionario;2.544.240,34;0,01;2.544.240,34;398.814,00;6,38;Turchia;Istanbul Stock Exchange;TRY
SGML;SIGMA LITHIUM CORP;Materiali;Azionario;2.548.299,20;0,01;2.548.299,20;191.890,00;13,28;Brasile;NASDAQ;USD
5388;SERCOMM CORP;IT;Azionario;2.543.639,94;0,01;2.543.639,94;894.802,00;2,84;Taiwan;Taiwan Stock Exchange;TWD
LABB;GENOMMA LAB INTERNATIONAL;Salute;Azionario;2.536.367,52;0,01;2.536.367,52;3.003.035,00;0,84;Messico;Bolsa Mexicana De Valores;MXN
JINDALSAW;JINDAL SAW LTD;Materiali;Azionario;2.536.980,26;0,01;2.536.980,26;961.214,00;2,64;India;National Stock Exchange Of India;INR
IOIPG;IOI PROPERTIES GROUP;Immobili;Azionario;2.534.512,16;0,01;2.534.512,16;2.346.900,00;1,08;Malesia;Bursa Malaysia;MYR
000301;JIANGSU EASTERN SHENGHONG LTD A;Materiali;Azionario;2.524.305,83;0,01;2.524.305,83;1.445.000,00;1,75;Cina;Shenzhen Stock Exchange;CNY
SPALI.R;SUPALAI NON-VOTING DR PCL;Immobili;Azionario;2.518.900,40;0,01;2.518.900,40;5.268.700,00;0,48;Tailandia;Stock Exchange Of Thailand;THB
300620;ADVANCED FIBER RESOURCES (ZHUHAI);IT;Azionario;2.521.470,95;0,01;2.521.470,95;53.400,00;47,22;Cina;Shenzhen Stock Exchange;CNY
300475;SHANNON SEMICONDUCTOR TECHNOLOGY L;IT;Azionario;2.513.872,93;0,01;2.513.872,93;99.200,00;25,34;Cina;Shenzhen Stock Exchange;CNY
UNIP6;UNIPAR PARTICIPACOES PREF CLASS B;Materiali;Azionario;2.514.559,96;0,01;2.514.559,96;218.868,00;11,49;Brasile;XBSP;BRL
ARE&M;AMARA RAJA ENERGY & MOBILITY LTD;Industriali;Azionario;2.515.098,36;0,01;2.515.098,36;280.828,00;8,96;India;National Stock Exchange Of India;INR
000933;HENAN SHENHUO COAL & POWER LTD A;Materiali;Azionario;2.515.141,10;0,01;2.515.141,10;613.708,00;4,10;Cina;Shenzhen Stock Exchange;CNY
183300;KOMICO LTD;IT;Azionario;2.511.515,97;0,01;2.511.515,97;35.633,00;70,48;Corea;Korea Exchange (Kosdaq);KRW
017960;HANKUK CARBON LTD;Materiali;Azionario;2.499.123,83;0,01;2.499.123,83;119.400,00;20,93;Corea;Korea Exchange (Stock Market);KRW
SUNREIT;SUNWAY REITS UNITS TRUST;Immobili;Azionario;2.491.416,09;0,01;2.491.416,09;4.480.100,00;0,56;Malesia;Bursa Malaysia;MYR
ETEL;TELECOM EGYPT;Comunicazione;Azionario;2.487.089,40;0,01;2.487.089,40;1.330.041,00;1,87;Egitto;Egyptian Exchange;EGP
603228;SHENZHEN KINWONG ELECTRONIC LTD A;IT;Azionario;2.487.956,24;0,01;2.487.956,24;236.600,00;10,52;Cina;Shanghai Stock Exchange;CNY
WIT;WIPRO ADR REPTG ONE LTD;IT;Azionario;2.488.212,30;0,01;2.488.212,30;1.184.863,00;2,10;India;New York Stock Exchange Inc.;USD
IGIL;INTERNATIONAL GEMOLOGICAL INSTITUT;Industriali;Azionario;2.488.245,65;0,01;2.488.245,65;641.218,00;3,88;India;National Stock Exchange Of India;INR
6526;AIROHA TECHNOLOGY CORP;IT;Azionario;2.483.319,85;0,01;2.483.319,85;117.000,00;21,22;Taiwan;Taiwan Stock Exchange;TWD
002851;SHENZHEN MEGMEET ELECTRICAL LTD A;Industriali;Azionario;2.483.654,82;0,01;2.483.654,82;115.000,00;21,60;Cina;Shenzhen Stock Exchange;CNY
688249;NEXCHIP SEMICONDUCTOR CORP A;IT;Azionario;2.478.373,71;0,01;2.478.373,71;415.719,00;5,96;Cina;Shanghai Stock Exchange;CNY
9925;TAIWAN SHIN KONG SECURITY LTD;Industriali;Azionario;2.481.669,97;0,01;2.481.669,97;1.933.770,00;1,28;Taiwan;Taiwan Stock Exchange;TWD
NAVA;NAVA;Industriali;Azionario;2.481.935,55;0,01;2.481.935,55;395.677,00;6,27;India;National Stock Exchange Of India;INR
1368;XTEP INTERNATIONAL LTD;Consumi Discrezionali;Azionario;2.474.346,67;0,01;2.474.346,67;4.279.500,00;0,58;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
IFCI;IFCI LTD;Finanziari;Azionario;2.474.493,17;0,01;2.474.493,17;2.951.245,00;0,84;India;National Stock Exchange Of India;INR
688347;HUA HONG GRACE SEMICONDUCTOR LTD A;IT;Azionario;2.476.357,55;0,01;2.476.357,55;74.000,00;33,46;Cina;Shanghai Stock Exchange;CNY
500048;BEML LTD;Industriali;Azionario;2.470.361,46;0,01;2.470.361,46;134.569,00;18,36;India;Bse Ltd;INR
601669;POWER CONSTRUCTION CORPORATION OF;Industriali;Azionario;2.471.811,41;0,01;2.471.811,41;3.212.100,00;0,77;Cina;Shanghai Stock Exchange;CNY
051600;KEPCO PLANT SERVICE & ENGINEERING;Industriali;Azionario;2.472.031,28;0,01;2.472.031,28;78.292,00;31,57;Corea;Korea Exchange (Stock Market);KRW
001740;SK NETWORKS LTD;Industriali;Azionario;2.472.173,48;0,01;2.472.173,48;349.461,00;7,07;Corea;Korea Exchange (Stock Market);KRW
1478;Q TECHNOLOGY (GROUP) LTD;IT;Azionario;2.462.778,48;0,01;2.462.778,48;2.086.000,00;1,18;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
601881;CHINA GALAXY SECURITIES LTD A;Finanziari;Azionario;2.454.302,07;0,01;2.454.302,07;1.375.900,00;1,78;Cina;Shanghai Stock Exchange;CNY
2171;CARSGEN THERAPEUTICS LTD;Salute;Azionario;2.448.567,62;0,01;2.448.567,62;1.175.500,00;2,08;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
NLCINDIA;NLC INDIA LTD;Imprese di servizi di pubblica utilità;Azionario;2.450.302,99;0,01;2.450.302,99;691.095,00;3,55;India;National Stock Exchange Of India;INR
IRB;IRB INFRASTRUCTURE DEVELOPERS LTD;Industriali;Azionario;2.451.201,07;0,01;2.451.201,07;10.992.340,00;0,22;India;National Stock Exchange Of India;INR
CYIENT;CYIENT LTD;IT;Azionario;2.446.065,43;0,01;2.446.065,43;264.729,00;9,24;India;National Stock Exchange Of India;INR
000538;YUNNAN BAIYAO GROUP LTD A;Salute;Azionario;2.446.454,32;0,01;2.446.454,32;339.995,00;7,20;Cina;Shenzhen Stock Exchange;CNY
ADMIE;ADMIE HOLDING COMPANY SA SHRS;Imprese di servizi di pubblica utilità;Azionario;2.442.043,27;0,01;2.442.043,27;526.196,00;4,64;Grecia;Athens Exchange S.A. Cash Market;EUR
688183;SHENGYI ELECTRONICS LTD A;IT;Azionario;2.434.693,94;0,01;2.434.693,94;140.139,00;17,37;Cina;Shanghai Stock Exchange;CNY
096530;SEEGENE INC;Salute;Azionario;2.436.684,48;0,01;2.436.684,48;125.777,00;19,37;Corea;Korea Exchange (Kosdaq);KRW
688469;UNITED NOVA TECHNOLOGY LTD A;IT;Azionario;2.437.108,09;0,01;2.437.108,09;2.252.283,00;1,08;Cina;Shanghai Stock Exchange;CNY
CABLE;GULF CABLE AND ELECTRICAL INDUSTRI;Industriali;Azionario;2.429.722,90;0,01;2.429.722,90;371.916,00;6,53;Kuwait;Kuwait Stock Exchange;KWD
002241;GOERTEK INC A;IT;Azionario;2.429.947,64;0,01;2.429.947,64;664.109,00;3,66;Cina;Shenzhen Stock Exchange;CNY
600549;XIAMEN TUNGSTEN LTD A;Materiali;Azionario;2.426.119,54;0,01;2.426.119,54;266.600,00;9,10;Cina;Shanghai Stock Exchange;CNY
CML;CORONATION FUND MANAGERS LTD;Finanziari;Azionario;2.422.187,44;0,01;2.422.187,44;945.377,00;2,56;Sud Africa;Johannesburg Stock Exchange;ZAR
1651;PRECISION TSUGAMI (CHINA) CORPORAT;Industriali;Azionario;2.422.343,76;0,01;2.422.343,76;338.000,00;7,17;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
1302;LIFETECH SCIENTIFIC CORP;Salute;Azionario;2.423.326,55;0,01;2.423.326,55;11.720.000,00;0,21;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SCIENTX;SCIENTEX;Materiali;Azionario;2.423.973,93;0,01;2.423.973,93;2.781.700,00;0,87;Malesia;Bursa Malaysia;MYR
DIRR3;DIRECIONAL ENGENHARIA SA;Consumi Discrezionali;Azionario;2.416.820,81;0,01;2.416.820,81;1.002.237,00;2,41;Brasile;XBSP;BRL
1918;SUNAC CHINA HOLDINGS LTD;Immobili;Azionario;2.418.157,34;0,01;2.418.157,34;21.051.000,00;0,11;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
4342;JADWA REIT SAUDI FUND UNITS;Immobili;Azionario;2.413.420,38;0,01;2.413.420,38;810.525,00;2,98;Arabia Saudita;Saudi Stock Exchange;SAR
WBC;WE BUY CARS HLDS LTD;Consumi Discrezionali;Azionario;2.414.429,38;0,01;2.414.429,38;1.137.076,00;2,12;Sud Africa;Johannesburg Stock Exchange;ZAR
KRDMD.E;KARDEMIR KARABUK DEMIR CELIK SANAY;Materiali;Azionario;2.410.358,25;0,01;2.410.358,25;2.848.240,00;0,85;Turchia;Istanbul Stock Exchange;TRY
688396;CHINA RESOURCES MICROELECTRONICS L;IT;Azionario;2.410.428,91;0,01;2.410.428,91;245.581,00;9,82;Cina;Shanghai Stock Exchange;CNY
600104;SAIC MOTOR CORP LTD A;Consumi Discrezionali;Azionario;2.405.193,29;0,01;2.405.193,29;1.386.174,00;1,74;Cina;Shanghai Stock Exchange;CNY
EYDAP;ATHENS WATER SUPPLY AND SEWAGE SA;Imprese di servizi di pubblica utilità;Azionario;2.399.620,50;0,01;2.399.620,50;196.217,00;12,23;Grecia;Athens Exchange S.A. Cash Market;EUR
1199;COSCO SHIPPING PORTS LTD;Industriali;Azionario;2.400.658,60;0,01;2.400.658,60;3.688.000,00;0,65;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
853;MICROPORT SCIENTIFIC CORP;Salute;Azionario;2.394.419,29;0,01;2.394.419,29;2.620.100,00;0,91;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
MBK.R;MBK NON-VOTING DR PCL;Immobili;Azionario;2.398.026,36;0,01;2.398.026,36;4.229.600,00;0,57;Tailandia;Stock Exchange Of Thailand;THB
2080;ALGHAZ WALTSNAE COMPANY ELIGIBILIT;Imprese di servizi di pubblica utilità;Azionario;2.390.445,12;0,01;2.390.445,12;115.217,00;20,75;Arabia Saudita;Saudi Stock Exchange;SAR
4763;JINAN ACETATE CHEMICAL LTD;Materiali;Azionario;2.392.123,94;0,01;2.392.123,94;1.731.310,00;1,38;Taiwan;Taiwan Stock Exchange;TWD
CENTEL.R;CENTRAL PLAZA HOTEL NON-VOTING DR;Consumi Discrezionali;Azionario;2.393.642,35;0,01;2.393.642,35;2.263.900,00;1,06;Tailandia;Stock Exchange Of Thailand;THB
601336;NEW CHINA LIFE INSURANCE LTD A;Finanziari;Azionario;2.388.325,88;0,01;2.388.325,88;287.504,00;8,31;Cina;Shanghai Stock Exchange;CNY
JHSF3;JHSF PARTICIPACOES SA;Immobili;Azionario;2.380.946,37;0,01;2.380.946,37;1.079.106,00;2,21;Brasile;XBSP;BRL
005070;COSMOAM&T LTD;IT;Azionario;2.381.055,30;0,01;2.381.055,30;79.755,00;29,85;Corea;Korea Exchange (Stock Market);KRW
MGL;MAHANAGAR GAS LTD;Imprese di servizi di pubblica utilità;Azionario;2.376.589,45;0,01;2.376.589,45;207.166,00;11,47;India;National Stock Exchange Of India;INR
2616;CSTONE PHARMACEUTICALS;Salute;Azionario;2.377.639,65;0,01;2.377.639,65;3.963.500,00;0,60;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2351;SDI CORP;IT;Azionario;2.379.066,93;0,01;2.379.066,93;374.000,00;6,36;Taiwan;Taiwan Stock Exchange;TWD
CARLSBG;CARLSBERG BREWERY MALAYSIA;Generi di largo consumo;Azionario;2.372.591,86;0,01;2.372.591,86;597.300,00;3,97;Malesia;Bursa Malaysia;MYR
